train_0.dat	0
train_1.dat	0
train_2.dat	0
train_3.dat	0
train_4.dat	0
train_5.dat	0
train_6.dat	0
train_7.dat	0
train_8.dat	0
train_9.dat	0
train_10.dat	0
train_11.dat	0
train_12.dat	0
train_13.dat	0
train_14.dat	0
train_15.dat	0
train_16.dat	0
train_17.dat	0
train_18.dat	0
train_19.dat	0
train_20.dat	0
train_21.dat	0
train_22.dat	0
train_23.dat	0
train_24.dat	0
train_25.dat	0
train_26.dat	0
train_27.dat	0
train_28.dat	0
train_29.dat	0
train_30.dat	0
train_31.dat	0
train_32.dat	0
train_33.dat	0
train_34.dat	0
train_35.dat	0
train_36.dat	0
train_37.dat	0
train_38.dat	0
train_39.dat	1
train_40.dat	1
train_41.dat	1
train_42.dat	1
train_43.dat	1
train_44.dat	1
train_45.dat	1
train_46.dat	1
train_47.dat	1
train_48.dat	1
train_49.dat	1
train_50.dat	1
train_51.dat	1
train_52.dat	1
train_53.dat	1
train_54.dat	1
train_55.dat	1
train_56.dat	1
train_57.dat	1
train_58.dat	1
train_59.dat	1
train_60.dat	1
train_61.dat	1
train_62.dat	1
train_63.dat	1
train_64.dat	1
train_65.dat	1
train_66.dat	1
train_67.dat	1
train_68.dat	1
train_69.dat	1
train_70.dat	1
train_71.dat	1
train_72.dat	1
train_73.dat	1
train_74.dat	1
train_75.dat	1
train_76.dat	1
train_77.dat	1
train_78.dat	1
train_79.dat	1
train_80.dat	1
train_81.dat	1
train_82.dat	1
train_83.dat	1
train_84.dat	1
train_85.dat	1
train_86.dat	1
train_87.dat	1
train_88.dat	0
train_89.dat	0
train_90.dat	0
train_91.dat	0
train_92.dat	0
train_93.dat	0
train_94.dat	0
train_95.dat	0
train_96.dat	0
train_97.dat	0
train_98.dat	0
train_99.dat	0
train_100.dat	0
train_101.dat	0
train_102.dat	0
train_103.dat	0
train_104.dat	0
train_105.dat	0
train_106.dat	0
train_107.dat	0
train_108.dat	0
train_109.dat	0
train_110.dat	0
train_111.dat	0
train_112.dat	0
train_113.dat	0
train_114.dat	0
train_115.dat	0
train_116.dat	0
train_117.dat	0
train_118.dat	0
train_119.dat	0
train_120.dat	0
train_121.dat	0
train_122.dat	0
train_123.dat	0
train_124.dat	0
train_125.dat	0
train_126.dat	0
train_127.dat	1
train_128.dat	1
train_129.dat	1
train_130.dat	1
train_131.dat	1
train_132.dat	1
train_133.dat	1
train_134.dat	1
train_135.dat	1
train_136.dat	1
train_137.dat	1
train_138.dat	1
train_139.dat	1
train_140.dat	1
train_141.dat	1
train_142.dat	1
train_143.dat	1
train_144.dat	1
train_145.dat	1
train_146.dat	1
train_147.dat	1
train_148.dat	1
train_149.dat	1
train_150.dat	1
train_151.dat	1
train_152.dat	1
train_153.dat	1
train_154.dat	1
train_155.dat	1
train_156.dat	1
train_157.dat	1
train_158.dat	1
train_159.dat	1
train_160.dat	1
train_161.dat	1
train_162.dat	1
train_163.dat	1
train_164.dat	1
train_165.dat	1
train_166.dat	1
train_167.dat	1
train_168.dat	1
train_169.dat	1
train_170.dat	1
train_171.dat	1
train_172.dat	1
train_173.dat	1
train_174.dat	1
train_175.dat	1
train_176.dat	0
train_177.dat	0
train_178.dat	0
train_179.dat	0
train_180.dat	0
train_181.dat	0
train_182.dat	0
train_183.dat	0
train_184.dat	0
train_185.dat	0
train_186.dat	0
train_187.dat	0
train_188.dat	0
train_189.dat	0
train_190.dat	0
train_191.dat	0
train_192.dat	0
train_193.dat	0
train_194.dat	0
train_195.dat	0
train_196.dat	0
train_197.dat	0
train_198.dat	0
train_199.dat	0
train_200.dat	0
train_201.dat	0
train_202.dat	0
train_203.dat	0
train_204.dat	0
train_205.dat	0
train_206.dat	0
train_207.dat	0
train_208.dat	0
train_209.dat	0
train_210.dat	0
train_211.dat	0
train_212.dat	0
train_213.dat	0
train_214.dat	0
train_215.dat	1
train_216.dat	1
train_217.dat	1
train_218.dat	1
train_219.dat	1
train_220.dat	1
train_221.dat	1
train_222.dat	1
train_223.dat	1
train_224.dat	1
train_225.dat	1
train_226.dat	1
train_227.dat	1
train_228.dat	1
train_229.dat	1
train_230.dat	1
train_231.dat	1
train_232.dat	1
train_233.dat	1
train_234.dat	1
train_235.dat	1
train_236.dat	1
train_237.dat	1
train_238.dat	1
train_239.dat	1
train_240.dat	1
train_241.dat	1
train_242.dat	1
train_243.dat	1
train_244.dat	1
train_245.dat	1
train_246.dat	1
train_247.dat	1
train_248.dat	1
train_249.dat	1
train_250.dat	1
train_251.dat	1
train_252.dat	1
train_253.dat	1
train_254.dat	1
train_255.dat	1
train_256.dat	1
train_257.dat	1
train_258.dat	1
train_259.dat	1
train_260.dat	1
train_261.dat	1
train_262.dat	1
train_263.dat	1
train_264.dat	0
train_265.dat	0
train_266.dat	0
train_267.dat	0
train_268.dat	0
train_269.dat	0
train_270.dat	0
train_271.dat	0
train_272.dat	0
train_273.dat	0
train_274.dat	0
train_275.dat	0
train_276.dat	0
train_277.dat	0
train_278.dat	0
train_279.dat	0
train_280.dat	0
train_281.dat	0
